	system	snr	iinit	TE	TEinf	expr_model	method	data_version	exp_version	benchmark	duration
48	predprey	inf	0	1.294684830239091	1.294684830239091	[(0.001*x_1 - 0.014)*(0.383*x_1 - 1.871)*(18.199*(0.15*x_1 - 1)**2 + 0.409)*(42.961*x_0 - 0.007*x_1 + 1.727), (0.799*x_0 - 4.197)*(0.014*x_0 + (0.001*x_1 + 0.001)*(-83.639*x_0 + 21.582*x_1 - 28.592) + 0.084)]	transformer	all	e1	strogatz	37.25816750526428
49	predprey	30	0	inf	inf		transformer	all	e1	strogatz	
50	predprey	13	0	5.095981474400851	5.407060558857235	[-0.261, -0.096]	transformer	all	e1	strogatz	45.413166761398315
51	predprey	inf	1	6.714266143725714	6.714266143725714	[(0.051*x_0 + 0.003)*((5.231 - 0.995*x_1)*(7.68*arctan(0.003*x_1 + (0.001*x_0 + 1.787)*tan(0.797*x_0 + 48.848) + 3.713) + 0.004) - 3.046), (0.003*x_1 + 0.004)*(57.7*x_0 - 17.959*x_1 + 7.42*arctan(71.727*x_0 - 20.952) + 22.31)]	transformer	all	e1	strogatz	29.315792083740234
52	predprey	30	1	inf	inf		transformer	all	e1	strogatz	
53	predprey	13	1	4.044935379151813	4.091812516318281	[0.005*x_1 - 0.607, -0.001*x_0 - 0.108*x_1 - 0.005*(84.911 - 641.907*arctan(0.015 - 1.123*exp(-0.926*x_1)))*cos(0.364*x_1 + 48.853) + 0.54]	transformer	all	e1	strogatz	34.109684228897095
54	predprey	inf	2	inf	inf		transformer	all	e1	strogatz	
55	predprey	30	2	inf	inf		transformer	all	e1	strogatz	
56	predprey	13	2	inf	inf		transformer	all	e1	strogatz	
57	predprey	inf	3	1.161314007192366	1.161314007192366	[(0.64*x_0 + 0.033)*(0.026*x_1 - 0.127)*(16.3*sin(0.749*x_1 - 3.621) - 20.0), (0.026*x_0 + 0.375*x_1 + 1.403)*(3.87*sqrt((0.286 - 0.022*x_1)*(0.404*x_0 + 0.16)) + 0.042*sqrt((-0.022*x_0 - 8.747)*(-0.e-3*x_1 - 63.397)) - 2.221)]	transformer	all	e1	strogatz	69.85847759246826
58	predprey	30	3	inf	inf		transformer	all	e1	strogatz	
59	predprey	13	3	4.250456868873791	4.444758965713424	[-0.420, 0.018*sin(0.071 - 0.535/(0.751 - 5.442*cos(70.732*x_0 - 72.108))) - 0.465]	transformer	all	e1	strogatz	44.22082734107971
60	shearflow	inf	0	0.15659272066171642	0.15659272066171642	[(-0.015*x_1 - 0.023)*(-0.005*x_0 + 6.448 + 0.029*exp(-3.019*x_1)), -0.003*x_0*(170.882*x_1 + (-0.854*x_1 - 1.663)*(237.526*x_1 + 462.61) + 268.806)]	transformer	all	e1	strogatz	40.869200229644775
61	shearflow	30	0	inf	inf		transformer	all	e1	strogatz	
62	shearflow	13	0	inf	inf		transformer	all	e1	strogatz	
63	shearflow	inf	1	0.537458712657833	0.537458712657833	[(0.04 - 0.026*x_1)*(0.011*x_0 + (0.391 - 0.228*x_1)*(281.536*x_1 - 409.966) - 15.257), (0.02*cos(2.151*x_0 + 8.478) + 0.001)*(0.05*Abs(207.882*x_1 - 328.212) + 5.2)]	transformer	all	e1	strogatz	34.48664712905884
64	shearflow	30	1	inf	inf		transformer	all	e1	strogatz	
65	shearflow	13	1	inf	inf		transformer	all	e1	strogatz	
66	shearflow	inf	2	inf	inf		transformer	all	e1	strogatz	
67	shearflow	30	2	4.685988057814542	4.678280680552469	[0.011*x_1 + (43.269 - 0.022*x_1)*(0.021*sin(11.831*x_0 - 76.959) - 0.009)*(-0.592*x_0 + 1.779*x_1 + 2.302) + 0.536*sin(455.998*sqrt(0.108*x_0 + 1) - 5.98) + 0.009, -0.195]	transformer	all	e1	strogatz	41.736175775527954
68	shearflow	13	2	3.172781039137811	3.402143974856762	[-0.252, -0.254]	transformer	all	e1	strogatz	35.41907739639282
69	shearflow	inf	3	0.024795030433027672	0.024795030433027672	[(-10.149*x_1 - 15.302)*(-0.583*(0.604*x_1 + 1)**2 - 0.091) + 0.057 + 0.874/(0.088*x_1 + (-4.001*x_0 - 52.678)*(-0.003*x_0 + 11.982*x_1 + 13.448) + 0.169), 0.043*sin(-2.828*x_0 + 0.036*x_1 + 8.986) - 0.002]	transformer	all	e1	strogatz	40.01614785194397
70	shearflow	30	3	inf	inf		transformer	all	e1	strogatz	
71	shearflow	13	3	inf	inf		transformer	all	e1	strogatz	
72	myvdp	inf	0	inf	inf		transformer	all	e1	strogatz	
73	myvdp	30	0	inf	inf		transformer	all	e1	strogatz	
74	myvdp	13	0	inf	inf		transformer	all	e1	strogatz	
75	myvdp	inf	1	2.8194082875953637	2.8194082875953637	[0.01*x_0 + 1.023*x_1 + 0.002, 0.329]	transformer	all	e1	strogatz	38.861287117004395
76	myvdp	30	1	inf	inf		transformer	all	e1	strogatz	
77	myvdp	13	1	2.8727185700104796	2.9529697733015285	[-0.022, 0.376]	transformer	all	e1	strogatz	51.24354600906372
78	myvdp	inf	2	inf	inf		transformer	all	e1	strogatz	
79	myvdp	30	2	inf	inf		transformer	all	e1	strogatz	
80	myvdp	13	2	inf	inf		transformer	all	e1	strogatz	
81	myvdp	inf	3	1.1888947114899835	1.1888947114899835	[1.005*x_1 + (-4.859*x_0 - 0.277)*(-0.025*x_1 - 0.045)*(0.003*tan(7.71 - 0.284/(-0.037*x_1 - 0.796)) + 0.032) + 0.004, (0.046 - 0.049*x_0)*(0.283 - 5.886*x_1)*(-6.84*x_0 - 6.686) - (-0.003*(x_1 - 0.083)**3 - 0.131)*(6.8*arctan(-2.085*x_0 - 0.387*x_1 + 0.517) + 0.009)]	transformer	all	e1	strogatz	37.85709238052368
82	myvdp	30	3	inf	inf		transformer	all	e1	strogatz	
83	myvdp	13	3	3.041924872248968	3.029166210147281	[0.085, 0.489 - 0.001*Abs(0.004*x_0 + 1.521)]	transformer	all	e1	strogatz	84.00991344451904
84	stl	inf	0	inf	inf		transformer	all	e1	strogatz	
85	stl	30	0	inf	inf		transformer	all	e1	strogatz	
86	stl	13	0	5.718035612603463	5.771549559221807	[1.5*arctan(0.893 - 13.03*x_1) + 3.0*sin(0.3*tan(126.062*x_0 + 3.327) - 0.01), 2.572*x_0 + (-0.122*x_1 - 0.387)*(0.049*x_1 - 0.84)*(cos(1.316*x_1 - 0.099) - 0.025)*(-9.18*cos(89.899*x_0 - 0.116*x_1 + 9.817) - 0.898) + 0.061]	transformer	all	e1	strogatz	47.50759506225586
87	stl	inf	1	0.42783732814012976	0.42783732814012976	[-2.959*x_1 - 0.004 + 0.003/(0.004*Abs(58.2 + 76.7/(-0.002*Abs(3.119*x_0 + 0.622) - 0.006)) - 98.9), 2.968*x_0 + 0.11*(-1 - 0.016/(-0.505*x_0 + 2.59*sin(0.006*x_0 + 0.566*x_1 + 30.767) - 0.081))**2 - 0.108]	transformer	all	e1	strogatz	38.11853313446045
88	stl	30	1	inf	inf		transformer	all	e1	strogatz	
89	stl	13	1	3.2369908617527487	3.2109212305859773	[-2.827*x_1 + (0.004*x_0 + 0.02)*(99.0*sin(128.432*x_0 - 2.954) + 0.01) - 0.199, 2.711*x_0 + (0.01 - 92.3*sin(38.161*x_1 - 2.259))*(0.02 - 0.008*x_1) + 0.023]	transformer	all	e1	strogatz	32.44560384750366
90	stl	inf	2	inf	inf		transformer	all	e1	strogatz	
91	stl	30	2	inf	inf		transformer	all	e1	strogatz	
92	stl	13	2	inf	inf		transformer	all	e1	strogatz	
93	stl	inf	3	inf	inf		transformer	all	e1	strogatz	
94	stl	30	3	8.041195311587993	8.06036486954628	[-2.863*x_1 - 0.044 + 0.074/(0.7*tan(87.225*x_0 - 0.196) + 0.006), 2.172*x_0 - (0.247*(x_1 + 0.109)**3 - 0.072)*(-77.601*cos(0.192 + 45.899/(0.053*x_1 + 0.028)) - 0.067)*(-0.061*x_1 - 0.082*sin(20.869*x_0 - 0.231*x_1 + 5.23) - 0.021) + 0.037]	transformer	all	e1	strogatz	33.83105182647705
95	stl	13	3	inf	inf		transformer	all	e1	strogatz	
96	cphase	inf	0	0.1127074491558527	0.1127074491558527	[1.693, 4.536 - 0.567*sin(3.594*x_0 - 38.619)]	transformer	all	e1	strogatz	39.57959532737732
97	cphase	30	0	inf	inf		transformer	all	e1	strogatz	
98	cphase	13	0	1.11476237398843	0.7661575247588369	[2.030, 41.174*arctan(0.258) - 7.626]	transformer	all	e1	strogatz	37.64863109588623
99	cphase	inf	1	inf	inf		transformer	all	e1	strogatz	
100	cphase	30	1	inf	inf		transformer	all	e1	strogatz	
101	cphase	13	1	inf	inf		transformer	all	e1	strogatz	
102	cphase	inf	2	0.08532892407894746	0.08532892407894746	[1.693, 4.496]	transformer	all	e1	strogatz	41.57054328918457
103	cphase	30	2	0.2493400057124955	0.17250213535049275	[1.694, 4.624]	transformer	all	e1	strogatz	36.54178190231323
104	cphase	13	2	inf	inf		transformer	all	e1	strogatz	
105	cphase	inf	3	0.07886647611623063	0.07886647611623063	[1.387 + 115.051/(0.001*x_1 + 391.0), 4.480]	transformer	all	e1	strogatz	29.44004988670349
106	cphase	30	3	inf	inf		transformer	all	e1	strogatz	
107	cphase	13	3	1.1008643160862062	0.6137862475553288	[1.392, (-2.765*x_0 - 21.45*sin(0.416*x_0 + 0.003*x_1 + 1.893) + 27.979)*(-0.025*x_0 + 0.256 + 1/(0.008*x_0 + 85.003))]	transformer	all	e1	strogatz	48.1886625289917
108	lorenz	inf	0	inf	inf		transformer	all	e1	strogatz	
